PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",0,1756285143625,1756285143868,Shift,16, monthly, physical-keyboard,0,0,0,1,243.0,,,226.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",1,1756285143767,1756285143851,A,65, monthly, physical-keyboard,0,0,0,1,84.0,142.0,,256.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",2,1756285143929,1756285144023, ,32, monthly, physical-keyboard,1,0,0,0,94.0,162.0,172.0,197.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",3,1756285144066,1756285144126,f,70, monthly, physical-keyboard,2,1,0,1,60.0,137.0,103.0,169.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",4,1756285144160,1756285144235,u,85, monthly, physical-keyboard,3,1,0,1,75.0,94.0,109.0,191.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",5,1756285144285,1756285144351,t,84, monthly, physical-keyboard,4,1,0,1,66.0,125.0,116.0,148.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",6,1756285144358,1756285144433,u,85, monthly, physical-keyboard,5,1,0,1,75.0,73.0,82.0,203.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",7,1756285144494,1756285144561,r,82, monthly, physical-keyboard,6,1,0,1,67.0,136.0,128.0,212.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",8,1756285144647,1756285144706,i,73, monthly, physical-keyboard,7,1,0,1,59.0,153.0,145.0,163.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",9,1756285144744,1756285144810,s,83, monthly, physical-keyboard,8,1,0,1,66.0,97.0,104.0,245.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",10,1756285144923,1756285144989,t,84, monthly, physical-keyboard,9,1,0,1,66.0,179.0,179.0,186.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",11,1756285145037,1756285145109,i,73, monthly, physical-keyboard,10,1,0,1,72.0,114.0,120.0,185.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",12,1756285145143,1756285145222,c,67, monthly, physical-keyboard,11,1,0,1,79.0,106.0,113.0,880.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",13,1756285145952,1756285146023, ,32, monthly, physical-keyboard,12,1,0,0,71.0,809.0,801.0,650.0
5d3b0da8a884020001881773,prompt-to-image,1,2,1,"A futuristic city floating in the sky, with neon lights, flying cars and giant holograms painted in a cyberpunk style with a dreamy atmosphere","[2,37]","[125,143]",14,1756285146532,1756285146602,c,67, monthly, physical-keyboard,13,1,0,1,70.0,580.0,579.0,211.0
